tx_date,address,usd_spent,sol_spent,tx_state,entryPrice,token_amount_received,TP,first_TP_profit_in_usd,second_TP_profit_in_usd,first_TP_amount_token_sold,second_TP_amount_token_sold
2024-04-02T12:46:03.951Z,cVrJ1CeZRK2fRVZaCoA9XCvD6VyZkGEtGYMRRE9vfUp,0.2,0.0011,Completed,0.000002388643546085594,83729.529392425,,,,,
2024-04-02T12:46:03.952Z,2BnU5n8GhkgWrNBosQ2BWL7jxvgv6ypE4Ev3pJhoG2K6,0.2,0.0011,Completed,0.0000022832821208128164,87593.20549,,,,,
2024-04-02T12:46:03.952Z,AMf5SpSfoNkR3w7EDdkSrd4HcU9hG7ZFf9GJ9ERssBor,0.2,0.0011,Completed,0.000005172825235514566,38663.591150708,,,,,
2024-04-02T12:46:03.952Z,HvgwLF3zc8F6eEDcjzQmSD8zTQUaKK6QUSpYXRuTp3SM,0.2,0.0011,Completed,0.000008493210307634587,23548.22178608,,,,,
2024-04-02T12:46:03.952Z,F5yxfuxm8vHQmebbsQABjfUGNqgr2BWc9KpPdJe2XqVw,0.2,0.0011,Completed,0.000006652722091738772,30062.882116834,,,,,
2024-04-02T12:46:03.952Z,GJ6WML2thTkj4zNSCwSQ8ZvtK4nNGCqZyvdVTYdD1gB7,0.2,0.0011,Completed,0.0000016413773693963644,121848.883583397,,,,,
2024-04-02T12:46:03.952Z,9KrJTXyHYfupdKpHVLPvdkcf4oihyrkxfuJrq9Lp33yZ,0.2,0.0011,Completed,0.000004597614853943687,43500.81647845,,,,,
2024-04-02T12:46:03.952Z,BK6yB2UHxCQfK5KGhpi6z8VEpZ7YY72csBLVtJLptvEs,0.2,0.0011,Completed,0.00014783289912450524,1352.878832685,,,,,
2024-04-02T12:46:03.952Z,G87R19cKQfKr2nwnqcFuQZRR5w6phPe58cHLvEAgyrr9,0.2,0.0011,Completed,0.00000458066036602009,43661.826902432,,,,,
2024-04-02T12:46:03.952Z,2j7Kgmy4QzKrqazJAbFjSbVxJcYkQdcAKZU59PFeAZnR,0.2,0.0011,Completed,0.0034430670173600307,58.087745313,,,,,
2024-04-02T12:46:03.952Z,93A3nR1De5T4gDHpVrS2c4hHwH1cTYvi3hRghJrQaFPj,0.2,0.0011,Completed,0.000003912019862232811,51124.484804085,,,,,
2024-04-02T12:46:03.952Z,AUazeXrTVb4EYPfv6pfbEdLSVb1Yi8PXqBEXhQ6JHZVT,0.2,0.001,Completed,5.85763756668897e-9,34143457.6180257,,,,,
2024-04-02T12:46:03.952Z,4SURGeKEBwMDbuwT5dAPbwqLWJTxWBs9dpZVUZQVovSG,0.2,0.001,Completed,0.00004478073980953986,4466.205803,,,,,
2024-04-02T12:46:03.952Z,DogsXoKZ9yr3coqUUT6AmqWVNYywT16uRoL9cJ5sviwW,0.2,0.001,Completed,0.0000074965820248840554,26678.825008,,,,,
2024-04-02T12:46:03.952Z,JDDU3fSgaGHezpT61dSLZkXtFLbRJNZGhmExusJkvp4V,0.2,0.001,Completed,0.0032800548018436077,60.974591,,,,,
2024-04-02T12:46:03.952Z,GnZbjppY7VNmVu4wNhuXPQyH6DQVoZEq2y4tNpzN3k7W,0.2,0.001,Completed,0.00003928889893441426,5090.496436,,,,,
2024-04-02T12:46:03.952Z,GnZbjppY7VNmVu4wNhuXPQyH6DQVoZEq2y4tNpzN3k7W,0.2,0.001,Completed,0.00003928889893441426,5090.496436,,,,,
2024-04-02T12:46:03.952Z,BtK1ucevx5ADXqrvB2x3PSiLCFfZxjgM4FKR4hZgWriL,0.2,0.001,Completed,0.000010296461756061216,19424.14828883,,,,,
2024-04-02T12:46:03.952Z,9UZTVMnny78uPQooVbtekrmbBVFNCb3zsrRPYw8SvAxV,0.2,0.001,Completed,0.000028470211921965287,7024.886240685,,,,,
2024-04-02T12:46:03.952Z,FjhvCzEYkENYAY3QTjRjMCMK2hGpivqn8A2rruiLnPiE,0.2,0.001,Completed,0.000005979821424398542,33445.81481714,,,,,
2024-04-02T12:46:03.952Z,2LVx2ke2ME5fjs6JjB9onFJwmM6JbvZyGD9meSGmKqj6,0.2,0.001,Completed,0.000003386255517563677,59062.288407549,,,,,
2024-04-02T12:46:03.952Z,BGRW5qxa9uD7ELLmVHcLZyqg3nV7dFdbEDTZxijhEH5o,0.2,0.001,Completed,0.000004434036489640475,45105.627900734,,,,,
2024-04-02T12:46:03.952Z,5iMLfvrKrkG4uRQbwaYvixUyDdAQv57sPw1uqDHZAUYa,0.2,0.001,Completed,0.0000059942757693070605,33365.164983579,,,,,
2024-04-02T12:46:03.952Z,GVjkAL87C5ehCaKEKoxN7mxVQWv3sV1Ymwm4DeNWqg6u,0.2,0.001,Completed,0.000007360474521903023,27172.161170431,,,,,
2024-04-02T12:46:03.952Z,ENH72DAogvZhQJStSLikKha8o1yYtCTTcGwn8zJphXKv,0.2,0.001,Completed,0.00001729007290845013,11567.331211325,,,,,
2024-04-02T12:46:03.952Z,DdFD53h3dfQCMWdNGp6eXp8DVtoCmd2CMCEEU775T6tr,0.2,0.001,Completed,0.0018378270026058825,108.824171,,,,,
2024-04-02T12:46:03.952Z,J6Qdkb6a7EVjDq3qbBEVNHwMWHqhT1j65bc12jz2h8sf,0.2,0.001,Completed,0.0000016705503494808976,119721.024907838,,,,,
2024-04-02T12:46:03.952Z,7WpbiMW9jjGLNHr8tonFZViF6RdbbpH2Bdas3zDqGP1s,0.15,0.0008,Completed,0.0000036784874904843836,40777.629498,,,,,
2024-04-02T12:46:03.952Z,37nQ5eaQsJSPWw6JAdsCSqxFQJmc1Pa4mQzQeiEmLyNt,0.15,0.0008,Completed,0.0000067127716594675776,22345.464378852,,,,,
2024-04-02T12:46:03.952Z,9Zhvjcce3kHbYQGojybM9GbtE76rvoMJM36egCcmPs2s,0.15,0.0008,Completed,0.00002019268340426703,7428.433210036,,,,,
2024-04-02T12:46:03.952Z,3cLPN7EaGW3biFCkffRfKYQaEsrSuHBBrFF5q9JE7zoP,0.15,0.0008,Completed,0.000006871691224854395,21828.687449963,,,,,
2024-04-02T12:46:03.952Z,3cLPN7EaGW3biFCkffRfKYQaEsrSuHBBrFF5q9JE7zoP,0.15,0.0008,Completed,0.000006871691224854395,21828.687449963,,,,,
2024-04-02T12:46:03.952Z,F5azbpDtejDeG8HdYP2D4kUZjB1kcUeRJRRn2srRYfDs,0.15,0.0008,Completed,0.000002417001238649181,62060.373657,,,,,
2024-04-02T12:46:03.952Z,3448Ax67poypKesN8cVZE4Pm8v1ZDHf76tPpB4ePpk11,0.15,0.0008,Completed,0.00006486230384791455,2312.591306527,,,,,
2024-04-02T12:46:03.952Z,E4C5tMshPTuAWtvv3u8N6V2Vg26Y85boXvSVkL1CpCWy,0.15,0.0008,Completed,0.0000018972851656428467,79060.33458559,,,,,
2024-04-02T12:46:03.952Z,2AGhpsnK3Re2dWVPVwiL795FTqFbAvoXvwztm26wNM2t,0.15,0.0008,Completed,0.00003217629770705709,4661.816638,,,,,
2024-04-02T12:46:03.952Z,76yeAkCDrZAjon6AfXxccpEFjym92V88HSVa6GLpfLS7,0.15,0.0008,Completed,0.000018235505687390536,8225.711015172,,,,,
2024-04-02T12:46:03.952Z,FZ4sqpKXSXMJPED8hVik2tZbm8NhnFRzRuTYCyUYVzi8,0.15,0.0008,Completed,0.00008327938591872802,1801.166019,,,,,
2024-04-02T12:46:03.952Z,3YfHY5rcmc1oTtLUN4vDktXq5dHj5ZPk7oSGjpoeypmb,0.15,0.0008,Completed,0.00003661291896769458,4096.914538072,,,,,
2024-04-02T12:46:03.952Z,ELnAjNJJRBaG9MnnZqUXLsbBjkVA19szcduNeD5RCqdo,0.15,0.0008,Completed,0.54847724142684,0.273484456,,,,,
2024-04-02T12:46:03.952Z,ELnAjNJJRBaG9MnnZqUXLsbBjkVA19szcduNeD5RCqdo,0.15,0.0008,Completed,0.54847724142684,0.273484456,,,,,
2024-04-02T12:46:03.952Z,ELnAjNJJRBaG9MnnZqUXLsbBjkVA19szcduNeD5RCqdo,0.15,0.0008,Completed,0.24827092171733317,0.604178689,,,,,
2024-04-02T12:46:03.952Z,ELnAjNJJRBaG9MnnZqUXLsbBjkVA19szcduNeD5RCqdo,0.15,0.0008,Completed,0.24827092171733317,0.604178689,,,,,
2024-04-02T12:46:03.952Z,ELnAjNJJRBaG9MnnZqUXLsbBjkVA19szcduNeD5RCqdo,0.15,0.0008,Completed,0.24827092171733317,0.604178689,,,,,
2024-04-02T12:46:03.952Z,D5NavYndNHzSnnYgmd8XUiBZeM3KRGL5ohgy6acpLT4N,0.15,0.0008,Completed,0.000025278670487646694,5933.856374025,,,,,
2024-04-02T12:46:03.952Z,2h8Bx4GW16nRjPBoxqKm3L39rw99JaenNTA7EomSidGZ,0.15,0.0008,Completed,0.004057747215423893,36.966324425,,,,,
2024-04-02T12:46:03.952Z,33chzPspABnU2s9HtqnmuaitZHRptxm78aJSycwnccB3,0.15,0.0008,Completed,0.00006493994203797737,2309.826514971,,,,,
2024-04-02T13:08:35.620Z,4JY9tPfnJU9fUtEbhVEghbfbwDG5qwPKEYmYtyxA2vkP,1,0.0056,Completed,0.0000016364793141955435,611067.913493045,,,,,
2024-04-02T13:09:51.222Z,GxQwNcww5rBuzwvPqCLEw3YtAB1ibdr4Ci3Yohokv3JB,1,0.0056,Completed,0.000026521930206815003,37704.646388936,,,,,
2024-04-02T13:27:01.675Z,5QMLt3gtWumqjouEnP3ud1KRTR87mAoxv42tBcECxmk,1,0.0056,Completed,0.00007859196005576833,12723.947835,,,,,
2024-04-02T14:57:14.515Z,NYX8fSzsDh1ddDzRLYfLrAXFWWMMBYYQPXZtXR5putw,1,0.0055,Completed,0.00036706083163717275,2724.34407,,,,,
2024-04-02T15:05:07.127Z,HMhsPSGQgnAbp6ufVbMmkbeGQhbKMwGw4HdCrgRf8xZa,1,0.0055,Completed,0.0000073847438632400425,135414.310708571,,,,,
2024-04-02T17:42:14.228Z,EZPCfFjmA7uRmYgJvmtJUonmdN46ZUDhtJv6VDjGcmiY,0.5,0.0028,Completed,0.000006827831544468363,73229.691849249,,,,,
2024-04-02T17:43:14.324Z,HESs64RB7dDeJKWZfwxLsxm4C6Fy9knwcwkvgtZgAJdp,0.5,0.0028,Completed,0.000004839801030692097,103310.032133387,,,,,
2024-04-02T19:13:47.350Z,D1ndXMazENBURFEivBh3bGyFNBuJorxNb5o5D3AXZTFn,0.5,0.0027,Completed,0.000014557807553159026,34345.831140727,,,,,
2024-04-02T19:31:10.447Z,71kEiFsbRyHrGBrd4ZqjS2o53GAURpRNeqsNx5tSV2XG,0.5,0.0027,Completed,0.00001740518304827232,28727.075068,,,,,
2024-04-02T19:34:54.603Z,A3BAoDujAXUDZj4F8TwuDAeEcS448d4pUXQ823s7bdig,0.5,0.0027,Completed,0.0000029231137303733756,171050.477716491,,,,,
2024-04-02T19:35:06.592Z,4cn3gH263Pdgxxtq1FtLK1yV9vCKVrkjgk66kPAqESf6,0.5,0.0027,Completed,0.000005589110391568467,89459.675148711,,,,,
2024-04-02T19:57:19.903Z,E5YMnPXEx6ZWhVoM8KRsPNS4hu9hiSPnDPUPw5fFmyri,0.5,0.0027,Completed,0.000015914327677884776,31418.229542604,,,,,
2024-04-02T20:51:59.217Z,9GETZPG42akPfAJwCa6FC8NwQcYxQBRtwhYG8cdVbHZ9,0.5,0.0027,Completed,0.000003338707391984747,149758.556619952,,,,,
2024-04-02T20:53:27.952Z,CozshVto67nZ4o7rzHYsG7HJx6SHAMTsm9dyXKsqJVXd,0.5,0.0027,Completed,0.000004165996258662286,120019.310857603,,,,,
2024-04-02T20:53:39.809Z,FTvuZJ13WRYt2msZCm5WKJuHcrX81N7KGAP2fuD4VLAU,0.5,0.0027,Completed,0.00960119976592275,52.076825,,,,,
2024-04-02T21:24:35.843Z,JCATBhTZ6fnsTAPMFcnSe4XPBfarryBC6Ma8X9AM2T7c,0.5,0.0027,Completed,0.000017921705102106822,27899.13109,,,,,
2024-04-02T21:25:26.702Z,AxuyhWvWMAEtFegEPqGUyH1uBKn3UTKLQmC3uy1ctmCE,0.5,0.0027,Completed,0.000005868560457634758,85199.769791844,,,,,
2024-04-02T21:25:50.189Z,Fq1TPkjC5qY9zij2tMirj8VGRDEp4dyBtAKoHui82s1T,0.5,0.0027,Completed,0.000009674587560961677,51681.789724822,,,,,
2024-04-02T21:26:56.059Z,Hiqq4Kba2dawtgCtoysXKirk1KgBMSiT71FtMq76Aht,0.5,0.0027,Completed,0.00007311589302563316,6838.458498,,,,,
2024-04-02T21:46:26.558Z,Fjik736ysnTgzxxg2Jut4f4zRbwPZ77XtAs5WYoq1Xiw,0.4,0.0022,Completed,0.009365557838410461,42.709682317,,,,,
2024-04-02T23:20:58.246Z,ANSEMg2hVLba975YVaArzbcyzYSBDRE22mRqPKDx6NJH,0.4,0.0022,Completed,0.000020055096097356354,19945.055264668,,,,,
2024-04-02T23:21:10.768Z,4f76dmS2BjvzE31X2PQRAmnMrzE6LGjM4ypb5rVwQAEi,0.4,0.0022,Completed,0.000006837911012170841,58497.39771226,,,,,
2024-04-02T23:37:38.663Z,CtjCDgCeFJ5bC7QrLciNc4iehBDQ4AXev6jLwxhjA44s,0.4,0.0022,Completed,0.00002612375840450377,15311.73247763,,,,,
2024-04-02T23:55:35.009Z,ELiFuznR6bzAgbadjsWKqd1rf9BTzyAZ8MoxMA5Lw1yo,0.4,0.0022,Completed,0.00001645987919147807,24301.514935,,,,,
2024-04-03T00:42:59.327Z,6o5UjMi2Pa51uD6QTcMzCRzgucJD9oG2LQs5aygAFqgP,0.4,0.0022,Completed,0.000015944523945158827,25086.982927543,,,,,
2024-04-03T01:05:15.291Z,D6nU7DL1BuCBTafhCUZKqJZiRabHydWRPQDCcoDQ4Sic,0.4,0.0022,Completed,0.0001687275167183059,2370.686227,,,,,
2024-04-03T01:10:50.295Z,ErE2Wkr7Siy5mY7nrjbe3fGdh7zK67afdV9pR6WEYT4i,0.4,0.0022,Completed,0.000004867352912560185,82180.192639782,,,,,
2024-04-03T01:48:21.022Z,7DhCbphYN5JdLzKbE3cgydKR1uEcWip7gNVcCG4ZfUNy,0.4,0.0022,Completed,0.0000073143547390853445,54686.98391979,,,,,
2024-04-03T01:50:16.491Z,BJMaC8GEem3hNMvyim5JxYXRxCNPVAM7XDwdoWdeLxt1,0.4,0.0022,Completed,0.000007846226369608802,50979.92094,,,,,
2024-04-03T01:51:37.296Z,4snR4YJmW84Nho76VwDddJ8qARF7nX9WmzHEVHAuebzu,0.4,0.0022,Completed,0.000014575565868074583,27443.188389422,,,,,
2024-04-03T01:58:48.354Z,Am7QkZuK89J2AAZ6YrvMm13ktjvLTfTy1RpyZKWUCU8Y,0.4,0.0022,Completed,0.000009479770363200867,42195.114931554,,,,,
2024-04-03T02:14:28.334Z,44wkvWzfbKX3nmvEQM72GEmBseDnHBfkdMho98FP8yED,0.4,0.0022,Completed,0.000010659772671302799,37524.252377055,,,,,
2024-04-03T02:36:23.288Z,7u8KFBfPaVah8KUZ5qjVPG84vir3azz4gvLGkfrrZAUc,0.4,0.0021,Completed,0.0000033457765251488306,119553.711072262,,,,,
2024-04-03T02:49:40.207Z,HvdMAzUypWCYdWiKH2hu9utVxygf6Xfe3F2VhM3Fuh1X,0.4,0.0022,Completed,0.00011915011905130286,3357.109528592,,,,,
2024-04-03T03:06:11.377Z,CmrHEVoXFEVPRwExJjus1r6Ror816pJTP968f39mRKnQ,0.4,0.0022,Completed,0.00000852796536728213,46904.505679,,,,,
2024-04-03T03:14:01.970Z,BrKeyH3oQ2a2p16NtwasrqJHinm5h87zvT3dHjKvkbGq,0.4,0.0021,Completed,0.000015334297903724742,26085.315578931,,,,,
2024-04-03T03:15:22.718Z,BbYEeF55ffR663NpiQsBfdCcU3rSuZniqkLhoUZ3NUDv,0.4,0.0021,Completed,0.0001599427659882998,2500.894601443,,,,,
2024-04-03T03:39:13.285Z,aMYwbHHWFJWCRQofBwTVyY9tjjEr29ZyGwaYCNfRY5g,0.4,0.0021,Completed,0.000014610152973821353,27378.221208,,,,,
2024-04-03T03:48:03.437Z,AG6eNQAroYwom6p8QWsTSydikKrDUSyMmrQjHRfXF2eh,0.4,0.0021,Completed,0.000007784130500838409,51386.599949335,,,,,
2024-04-03T08:45:36.631Z,AG6eNQAroYwom6p8QWsTSydikKrDUSyMmrQjHRfXF2eh,0.4,0.0021,Completed,0.0000027681856511446476,144498.978901433,,,,,
2024-04-03T09:55:30.238Z,Hdg1QnEyYeByBiH3YTumKvMM1MbQPyH3wiryGF7o94tn,10,0.0527,Completed,0.00008135637789359472,122915.993299,,,,,
2024-04-03T10:24:51.660Z,6BkQDr2MRu53ALt9YZ5ecDQToLh2uQCDJTQ2sFBAkbrj,5,0.0266,Completed,0.00014627974958325517,34181.081210795,,,,,
2024-04-03T11:13:36.830Z,EJcPRUTv3cpcavNpzzVcPbziTQX4pEKGSgRazq1fSUCs,5,0.0267,Completed,0.006783056251612816,737.130847,,,,,
2024-04-03T11:30:53.083Z,3MnUN1BzwGM2bXvM2qvyHi1Eycr21dVHb84ni4J7BjTq,5,0.0265,Completed,0.0000720284873256069,69416.979109909,,,,,
"2024-04-03T19:43:08.923Z","GSJtH6X3JvxppViXtXptkPBK91hQtVNCYSfoMRjikiNF",1,0.0054,"Pending",,,,,,,
